benchmark_name,walks_per_point,epsilon,zombie_rmse,wost_rmse,rmse_ratio_zombie_over_wost,zombie_elapsed_seconds,wost_elapsed_seconds
convergence,16,0.0001,0.12211911271702938,0.115819664561,1.0543901433310712,0.11549009988084435,0.1140618
convergence,64,0.0001,0.0671768057957226,0.0597828858519,1.1236795420371566,0.4923145000357181,0.417054
convergence,256,0.0001,0.03295273179865783,0.0307767909495,1.0707007060199427,1.945528500014916,1.6787597
convergence,1024,0.0001,0.01417720261913721,0.0151741479088,0.9342997514157202,7.636644700076431,6.4889786
epsilon,256,0.01,0.030892517568384934,0.0332900626449,0.9279801572592605,1.1244679000228643,1.3658615
epsilon,256,0.001,0.03284030056593141,0.0317879347393,1.0331058256933676,1.5424333999399096,1.5023385
epsilon,256,0.0001,0.03166560565122319,0.033442308427,0.9468726036166101,1.959737200057134,1.8155014
epsilon,256,1e-05,0.03148258465920576,0.0307531412854,1.0237193126723632,2.3638864001259208,1.8942893
linear_dirichlet_grid,256,0.0001,0.027698297465475762,0.0271350364568,1.0207577023002161,11.678394899936393,10.3389679
